id,neighbourhood,street,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bedrooms,beds,Q1 2019 AVG,Q2 2019 AVG,Q3 2019 AVG,Q4 2019 AVG,Q1 2020 AVG,Q2 2020 AVG,Q3 2020 AVG
26747369,Addison Park,Dublin 9; County Dublin; Ireland,D09 W8P9,Dublin 9; Ireland,t,House,Entire home/apt,5,3,3,200.00,200.00,200.00,200.00,200.00,200.00,233.33
26747498,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Shared room,1,1,1,35.00,35.00,35.00,35.00,35.00,35.00,35.00
26747995,Docklands,Dublin 2; County Dublin; Ireland,,Dublin 2; Ireland,t,Apartment,Private room,2,1,1,150.00,150.00,150.00,150.00,150.00,150.00,94.66
26748006,North City Central/O'Connell Street,Dublin 1; County Dublin; Ireland,D01 HD00,Dublin 1; Ireland,t,Apartment,Entire home/apt,4,1,2,129.00,129.00,129.00,129.00,129.00,129.00,43.00
26748243,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,2,200.00,200.00,0.00,0.00,0.00,0.00,0.00
26748628,Phibsborough,Dublin 7; County Dublin; Ireland,D07 Y2T0,Dublin 7; Ireland,t,Tiny house,Entire home/apt,4,2,2,90.00,90.00,65.00,65.00,65.00,65.00,21.66
26758792,Booterstown,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,55.00,55.00,55.00,55.00,55.00,55.00,55.00
26759285,Dundrum,Leopardstown Heights; County Dublin; Ireland,D18 R9W0,Leopardstown Heights; Ireland,t,House,Private room,1,1,1,30.00,0.00,0.00,0.00,0.00,0.00,0.00
26761384,Donnybrook,Dublin 4; County Dublin; Ireland,D04 N9E5,Dublin 4; Ireland,t,Townhouse,Entire home/apt,4,2,2,160.00,160.00,160.00,160.00,160.00,160.00,136.66
26761594,Phibsborough,Phibsborough; County Dublin; Ireland,D07 YK66,Phibsborough; Ireland,t,Apartment,Private room,2,1,1,40.00,40.00,40.00,40.00,40.00,40.00,41.00
26763213,Beaumont,Beaumont; County Dublin; Ireland,D09 YP28,Beaumont; Ireland,t,House,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,52.00
26765583,Portobello,Dublin; County Dublin; Ireland,D02 A327,Dublin; Ireland,t,Apartment,Entire home/apt,6,2,2,369.00,369.00,369.00,369.00,369.00,369.00,377.66
26766318,Clontarf,Dublin 3; County Dublin; Ireland,D03 DE62,Dublin 3; Ireland,t,Guest suite,Entire home/apt,6,3,4,211.66,240.00,230.00,230.00,230.00,230.00,192.33
26769540,Blackrock,Blackrock; County Dublin; Ireland,A94 VW20,Blackrock; Ireland,t,House,Entire home/apt,6,2,2,175.00,58.33,0.00,0.00,0.00,0.00,0.00
26772675,Bonnybrook/Darndale,Dublin 17; County Dublin; Ireland,D17 HN25,Dublin 17; Ireland,t,Guesthouse,Shared room,3,1,3,79.00,79.00,79.00,79.00,79.00,79.00,51.66
26773519,Stoneybatter/Arbour Hill,Arbour Hill; County Dublin; Ireland,D07 X4V8,Arbour Hill; Ireland,t,House,Private room,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00
26776799,Phibsborough,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,51.00,51.00,51.00,51.00,51.00,17.00,0.00
26777487,Smithfield,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,13.33,0.00,0.00,0.00,0.00,0.00,0.00
26777997,Raheny,Dublin 5; County Dublin; Ireland,D05 PF78,Dublin 5; Ireland,t,House,Private room,2,1,1,40.00,40.00,40.00,40.00,40.00,40.00,44.00
26779483,,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Farm stay,Entire home/apt,2,0,1,75.00,75.00,75.00,75.00,75.00,75.00,75.00
26781471,Ballsbridge,Dublin 4; County Dublin; Ireland,D04 R2Y6,Dublin 4; Ireland,t,House,Private room,2,1,1,45.00,45.00,45.00,30.00,0.00,0.00,0.00
26781545,Booterstown,Booterstown; County Dublin; Ireland,,Booterstown; Ireland,f,House,Entire home/apt,4,2,3,100.00,100.00,100.00,100.00,0.00,0.00,0.00
26792354,Ballsbridge,Dublin 4; County Dublin; Ireland,D04 P8X8,Dublin 4; Ireland,t,Serviced apartment,Entire home/apt,4,1,3,120.00,120.00,120.00,120.00,120.00,40.00,0.00
26795052,Stoneybatter/Arbour Hill,Dublin 7; County Dublin; Ireland,,Dublin 7; Ireland,t,Apartment,Entire home/apt,4,1,2,95.00,95.00,95.00,95.00,95.00,63.33,0.00
26797440,Castleknock,Dublin 15; County Dublin; Ireland,D15 PW2X,Dublin 15; Ireland,t,Guest suite,Entire home/apt,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,63.33
26797450,North Strand,Dublin 3; County Dublin; Ireland,D03 AX94,Dublin 3; Ireland,t,Apartment,Entire home/apt,2,0,1,73.33,0.00,0.00,0.00,0.00,0.00,0.00
26798014,Drumcondra,Drumcondra; County Dublin; Ireland,D09 N8C3,Drumcondra; Ireland,t,House,Private room,2,1,1,69.00,69.00,23.00,0.00,0.00,0.00,0.00
26798193,North Strand,Dublin 3; County Dublin; Ireland,D03 AX94,Dublin 3; Ireland,t,Apartment,Entire home/apt,2,0,1,66.66,0.00,0.00,0.00,0.00,0.00,0.00
26798569,North Strand,Dublin 3; County Dublin; Ireland,D03 AX94,Dublin 3; Ireland,t,Apartment,Entire home/apt,4,1,2,80.00,0.00,0.00,0.00,0.00,0.00,0.00
26798951,North Strand,Dublin 3; County Dublin; Ireland,D03 AX94,Dublin 3; Ireland,t,Apartment,Entire home/apt,2,0,1,66.66,0.00,0.00,0.00,0.00,0.00,0.00
26799554,North Strand,Dublin 3; County Dublin; Ireland,D03 AX94,Dublin 3; Ireland,t,Apartment,Entire home/apt,3,0,1,66.66,0.00,0.00,0.00,0.00,0.00,0.00
26805350,Old City,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,70.00,23.33,0.00,0.00,0.00,0.00,0.00
26806449,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,65.00,65.00,61.00,60.00,59.00,52.66,26.00
26806616,Addison Park,Dublin 9; County Dublin; Ireland,D09 W8P9,Dublin 9; Ireland,t,House,Private room,2,1,1,70.00,70.00,46.66,0.00,70.00,70.00,76.00
26807695,Dundrum,Dublin 18; County Dublin; Ireland,,Dublin 18; Ireland,f,Apartment,Private room,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,56.66
26809260,Trinity College,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00
26811282,Ranelagh and Rathmines,Dublin 4; County Dublin; Ireland,D04 X403,Dublin 4; Ireland,t,Apartment,Private room,1,1,1,49.00,49.00,49.00,32.66,49.00,49.00,49.00
26814432,Ballsbridge,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,79.00,79.00,79.00,79.00,79.00,26.33,0.00
26823563,,Kilgobbin Woods; County Dublin; Ireland,D18 CX90,Kilgobbin Woods; Ireland,t,Apartment,Entire home/apt,3,1,1,95.00,95.00,95.00,95.00,95.00,95.00,88.33
26824589,Rathgar,Dublin 6; County Dublin; Ireland,D06 XV25,Dublin 6; Ireland,t,Apartment,Entire home/apt,2,1,1,107.00,107.00,107.00,107.00,107.00,107.00,81.00
26826737,Ballsbridge,Dublin; County Dublin; Ireland,D4,Dublin; Ireland,f,House,Private room,1,1,1,50.00,50.00,0.00,0.00,0.00,0.00,0.00
26827360,Docklands,Dublin 4; D; Ireland,D4,Dublin 4; Ireland,f,Apartment,Entire home/apt,4,2,2,165.00,165.00,165.00,165.00,165.00,55.00,0.00
26827937,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,78.66,0.00,0.00,0.00,0.00,0.00,0.00
26831016,Rathfarnham,Rathfarnham; County Dublin; Ireland,D16 E7F6,Rathfarnham; Ireland,t,House,Private room,1,0,1,30.00,30.00,30.00,30.00,30.00,30.00,30.00
26835003,Raheny,Dublin 13; County Dublin; Ireland,D13 Y5A2,Dublin 13; Ireland,t,Bed and breakfast,Private room,1,1,1,90.00,0.00,0.00,0.00,0.00,0.00,0.00
26835567,Raheny,Donaghmede; County Dublin; Ireland,D13 Y5A2,Donaghmede; Ireland,f,House,Private room,1,1,1,80.00,0.00,0.00,0.00,0.00,0.00,0.00
26835964,Raheny,Donaghmede; County Dublin; Ireland,D13 Y5A2,Donaghmede; Ireland,f,House,Private room,1,1,1,71.00,0.00,0.00,0.00,0.00,0.00,0.00
26836906,Grafton Street/St. Stephens Green,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,6,2,3,149.00,99.33,99.33,0.00,0.00,0.00,0.00
26838143,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,160.00,0.00,0.00,0.00,0.00,0.00,0.00
26839253,Smithfield,Dublin 7; County Dublin; Ireland,D07 F2Y6,Dublin 7; Ireland,f,Apartment,Entire home/apt,4,2,2,150.00,0.00,0.00,0.00,0.00,0.00,0.00
26839918,Docklands,Dublin 4; County Dublin; Ireland,D04 E032,Dublin 4; Ireland,t,House,Private room,2,1,1,55.00,55.00,55.00,55.00,55.00,55.00,65.00
26841141,Churchtown,Dublin 14; County Dublin; Ireland,D14 PT62,Dublin 14; Ireland,t,Townhouse,Entire home/apt,4,2,2,100.00,100.00,100.00,100.00,100.00,100.00,100.00
26841337,Monkstown,Blackrock; County Dublin; Ireland,A94 CY91,Blackrock; Ireland,t,Apartment,Private room,2,1,1,53.00,53.00,53.00,53.00,53.00,53.00,47.00
26844364,Santry,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Condominium,Entire home/apt,4,2,2,100.00,0.00,0.00,0.00,0.00,0.00,0.00
26844377,,Cabinteely; County Dublin; Ireland,,Cabinteely; Ireland,t,House,Private room,1,1,1,20.00,13.33,30.00,20.00,20.00,0.00,0.00
26844891,Clondalkin,Dublin 22; County Dublin; Ireland,,Dublin 22; Ireland,t,House,Private room,2,1,1,22.00,22.00,22.00,22.00,22.00,22.00,7.33
26851434,Beaumont,Beaumont Woods; Dublin; Ireland,D09 N277,Beaumont Woods; Ireland,t,House,Private room,2,1,1,37.00,37.00,37.00,37.00,37.00,37.00,39.00
26852690,The Liberties,Dublin 8; County Dublin; Ireland,D08 R8W7,Dublin 8; Ireland,t,House,Entire home/apt,2,1,1,90.00,90.00,66.66,0.00,0.00,0.00,0.00
26857019,Bonnybrook/Darndale,Dublin; Ireland,Dublin 17,Dublin; Ireland,f,Bungalow,Private room,1,1,1,40.00,40.00,40.00,40.00,40.00,40.00,42.00
26860765,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,35.00,35.00,35.00,35.00,35.00,35.00,51.66
26861298,Raheny,Dublin 13; County Dublin; Ireland,D13 K0E7,Dublin 13; Ireland,t,House,Private room,2,1,1,40.00,40.00,46.66,50.00,40.00,40.00,40.00
26862098,,Rolestown; County Dublin; Ireland,K67FH58,Rolestown; Ireland,f,Apartment,Entire home/apt,4,1,4,80.00,80.00,80.00,80.00,80.00,80.00,80.00
26864729,,Dublin; County Dublin; Ireland,D13,Dublin; Ireland,f,Apartment,Private room,2,1,1,36.66,40.00,40.00,40.00,40.00,40.00,36.66
26866031,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,5,1,3,139.00,139.00,139.00,139.00,139.00,139.00,110.33
26868929,Phibsborough,Phibsborough; County Dublin; Ireland,D07 FWY1,Phibsborough; Ireland,f,Apartment,Entire home/apt,1,1,1,200.00,200.00,200.00,200.00,200.00,200.00,200.00
26870258,East Wall,Dublin 1; County Dublin; Ireland,,Dublin 1; Ireland,t,Apartment,Private room,2,1,1,56.00,56.00,56.00,56.00,56.00,56.00,56.00
26872665,Ranelagh and Rathmines,Dublin 6; County Dublin; Ireland,D06 H227,Dublin 6; Ireland,t,Apartment,Entire home/apt,4,2,3,250.00,250.00,250.00,250.00,250.00,250.00,183.33
26873201,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,3,1,2,80.00,80.00,80.00,80.00,80.00,80.00,66.00
26881198,,Lucan; County Dublin; Ireland,K78 Y9Y0,Lucan; Ireland,t,House,Entire home/apt,8,5,6,120.00,120.00,120.00,120.00,120.00,120.00,106.66
26882828,The Liberties,Dublin; County Dublin; Ireland,D08 R6W4,Dublin; Ireland,f,Townhouse,Private room,2,1,1,59.00,59.00,59.00,59.00,59.00,59.00,59.00
26892165,Cabra,Dublin 7; County Dublin; Ireland,,Dublin 7; Ireland,f,Apartment,Entire home/apt,4,1,2,85.00,85.00,28.33,56.66,0.00,0.00,0.00
26893599,Trinity College,Dublin 2; County Dublin; Ireland,D02 VY22,Dublin 2; Ireland,t,Apartment,Entire home/apt,6,2,3,84.00,0.00,0.00,0.00,0.00,0.00,0.00
26893814,North City Central/O'Connell Street,Dublin 1; County Dublin; Ireland,D01 WA07,Dublin 1; Ireland,t,Apartment,Entire home/apt,8,2,3,84.00,0.00,0.00,0.00,0.00,0.00,0.00
26893933,North City Central/O'Connell Street,Dublin 1; County Dublin; Ireland,D01 WA07,Dublin 1; Ireland,t,Apartment,Entire home/apt,8,2,3,80.00,0.00,0.00,0.00,0.00,0.00,0.00
26894109,Docklands,Dublin 1; County Dublin; Ireland,,Dublin 1; Ireland,t,Apartment,Entire home/apt,6,2,2,80.00,0.00,0.00,0.00,0.00,0.00,0.00
26894318,Temple Bar,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,6,2,2,126.66,0.00,0.00,0.00,0.00,0.00,0.00
26895967,,Dublin; County Dublin; Ireland,A96 Y2C9,Dublin; Ireland,t,House,Entire home/apt,6,4,5,150.00,150.00,150.00,150.00,150.00,150.00,150.00
26900179,,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Villa,Entire home/apt,6,5,5,133.00,133.00,133.00,133.00,88.66,0.00,0.00
26908608,Harold's Cross,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00
26908947,Portobello,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,6,3,3,200.00,200.00,66.66,0.00,0.00,0.00,0.00
26911195,Dundrum,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,2,1,1,75.00,50.00,75.00,0.00,0.00,0.00,0.00
26912264,North City Central/O'Connell Street,Dublin; Dublin; Ireland,D1,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,0,177.00,0.00,0.00,0.00,0.00,0.00,0.00
26913376,Castleknock,Blanchardstown; County Dublin; Ireland,,Blanchardstown; Ireland,t,House,Entire home/apt,7,4,4,150.00,150.00,150.00,150.00,150.00,150.00,160.00
26915819,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,D01,Dublin; Ireland,f,Apartment,Entire home/apt,6,2,3,249.00,249.00,249.00,249.00,249.00,83.00,0.00
26918249,Old City,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,1,2,166.66,133.33,216.66,0.00,0.00,0.00,0.00
26919480,Old City,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,55.00,43.33,58.33,0.00,0.00,0.00,0.00
26919693,Kilmainham,Inchicore; County Dublin; Ireland,D08 WCF7,Inchicore; Ireland,t,House,Entire home/apt,6,3,2,100.00,33.33,66.66,100.00,100.00,100.00,132.66
26920004,North City Central/O'Connell Street,Dublin 1; County Dublin; Ireland,,Dublin 1; Ireland,t,Apartment,Shared room,1,1,1,11.33,0.00,0.00,0.00,0.00,0.00,0.00
26920737,Churchtown,Dublin 14; County Dublin; Ireland,D14 A2Y9,Dublin 14; Ireland,t,House,Entire home/apt,2,1,1,95.00,95.00,95.00,95.00,95.00,95.00,95.00
26923503,Rialto,Dublin; County Dublin; Ireland,D08 E9K0,Dublin; Ireland,f,Townhouse,Private room,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,66.66
26935383,Phibsborough,Dublin 7; County Dublin; Ireland,D07 C1Y9,Dublin 7; Ireland,t,Apartment,Entire home/apt,6,2,4,200.00,200.00,205.66,132.66,126.00,0.00,0.00
26936197,,Malahide; County Dublin; Ireland,,Malahide; Ireland,t,Loft,Entire home/apt,4,2,4,145.00,145.00,145.00,145.00,145.00,145.00,160.33
26938176,,Skerries; County Dublin; Ireland,,Skerries; Ireland,t,Bed and breakfast,Private room,2,2,2,70.00,70.00,70.00,70.00,70.00,70.00,71.33
26938235,Phoenix Park and Surrounds,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Townhouse,Private room,2,1,1,50.00,53.33,55.00,55.00,55.00,55.00,55.00
26938758,Drumcondra,Drumcondra; County Dublin; Ireland,,Drumcondra; Ireland,f,Apartment,Entire home/apt,7,2,4,200.00,200.00,133.33,133.33,0.00,0.00,0.00
26942881,Mount Merrion,Dublin; County Dublin; Ireland,A94 XR70,Dublin; Ireland,f,House,Private room,1,1,1,37.00,0.00,0.00,0.00,0.00,0.00,0.00
26943438,Sandymount,Dublin 4; County Dublin; Ireland,D04 XY65,Dublin 4; Ireland,t,House,Private room,2,1,1,46.00,0.00,0.00,0.00,0.00,0.00,0.00
26943790,Terenure,Dublin; County Dublin; Ireland,D6W WV40,Dublin; Ireland,f,Condominium,Private room,3,1,1,60.00,60.00,20.00,0.00,0.00,0.00,0.00
26944654,Dundrum,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,House,Private room,2,1,1,65.00,63.00,59.00,39.33,0.00,0.00,0.00
26951574,Harold's Cross,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,House,Entire home/apt,6,2,2,102.00,0.00,68.00,102.00,34.00,102.00,102.00
26952018,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,4,1,3,33.33,0.00,0.00,0.00,0.00,0.00,0.00
26952473,Dundrum,Dublin 18; County Dublin; Ireland,,Dublin 18; Ireland,f,Apartment,Private room,2,1,1,59.00,23.00,0.00,0.00,0.00,0.00,0.00
26955262,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,90.00,90.00,90.00,90.00,30.00,0.00,0.00
26965357,Drumcondra,Drumcondra; County Dublin; Ireland,D09 K2C6,Drumcondra; Ireland,t,Casa particular (Cuba),Private room,2,1,2,46.66,50.00,50.00,50.00,16.66,0.00,0.00
26968390,Old City,Dublin 8; County Dublin; Ireland,D08 R6K1,Dublin 8; Ireland,t,Apartment,Entire home/apt,4,1,1,109.00,109.00,127.00,88.66,92.66,139.00,71.00
26971797,Artane,Beaumont; County Dublin; Ireland,D05 F250,Beaumont; Ireland,t,House,Private room,1,1,1,55.00,55.00,55.00,55.00,55.00,55.00,55.00
26975041,Old City,Dublin 8; County Dublin; Ireland,D08 R6K1,Dublin 8; Ireland,t,Apartment,Entire home/apt,4,1,2,120.00,120.00,139.33,106.00,99.33,149.00,68.33
26978731,,Skerries; County Dublin; Ireland,K34 XK02,Skerries; Ireland,t,Apartment,Entire home/apt,2,1,1,63.00,63.00,63.00,63.00,63.00,63.00,67.66
26979624,Ranelagh and Rathmines,Rathmines; County Dublin; Ireland,D06 X2E5,Rathmines; Ireland,f,Apartment,Entire home/apt,2,1,1,155.00,143.33,125.00,125.00,125.00,125.00,129.66
26981908,Ballyfermot,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,House,Private room,1,1,1,36.00,36.00,36.00,36.00,36.00,36.00,12.00
26982545,Grace Park,Dublin 3; County Dublin; Ireland,D03 T9H9,Dublin 3; Ireland,t,Apartment,Private room,3,1,1,89.00,89.00,0.00,0.00,29.66,89.00,75.66
26987897,,Lucan; County Dublin; Ireland,K78 Y2X9,Lucan; Ireland,t,House,Private room,1,1,1,30.00,30.00,30.00,30.00,30.00,30.00,28.00
26988674,Georgian Quarter,Dublin 2; County Dublin; Ireland,D02 NX30,Dublin 2; Ireland,t,Apartment,Entire home/apt,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,76.66
26997935,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,Dublin 7,Dublin; Ireland,f,Cottage,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00
27000152,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Bungalow,Shared room,1,1,1,168.00,112.00,0.00,0.00,0.00,0.00,0.00
27000426,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Bungalow,Shared room,1,1,1,169.00,112.66,0.00,0.00,0.00,0.00,0.00
27008026,North City Central/O'Connell Street,Dublin 1; *; Ireland,D01 FX49,Dublin 1; Ireland,f,Hostel,Shared room,1,1,1,109.00,109.00,109.00,109.00,72.66,0.00,0.00
27011003,,Sandyford; D; Ireland,Dublin 18,Sandyford; Ireland,f,Apartment,Entire home/apt,4,2,2,147.00,147.00,43.33,130.00,130.00,0.00,0.00
27014619,,Portmarnock; County Dublin; Ireland,D13 X212,Portmarnock; Ireland,t,House,Private room,4,0,2,110.00,0.00,0.00,0.00,0.00,0.00,0.00
27015491,Portobello,Dublin 8; County Dublin; Ireland,D08 N2H4,Dublin 8; Ireland,t,House,Entire home/apt,6,4,4,148.00,148.00,148.00,148.00,0.00,0.00,0.00
27019076,Ranelagh and Rathmines,Dublin 6; County Dublin; Ireland,D06 E095,Dublin 6; Ireland,t,Condominium,Entire home/apt,6,2,2,145.00,145.00,0.00,0.00,0.00,0.00,0.00
27021120,Dundrum,Dublin 14; County Dublin; Ireland,D14 F9V2,Dublin 14; Ireland,t,House,Private room,1,1,1,75.00,0.00,0.00,0.00,0.00,0.00,0.00
27022023,Docklands,Dublin 4; County Dublin; Ireland,D04WK26,Dublin 4; Ireland,f,Apartment,Private room,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,71.66
27022249,Ardilea,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Condominium,Entire home/apt,5,3,3,300.00,300.00,300.00,300.00,300.00,300.00,233.33
27022680,Trinity College,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Condominium,Entire home/apt,2,1,1,145.00,145.00,0.00,0.00,0.00,0.00,0.00
27023317,Blackrock,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,69.00,69.00,69.00,69.00,69.00,69.00,75.66
27024872,North City Central/O'Connell Street,Dublin 1; County Dublin; Ireland,D01 PV30,Dublin 1; Ireland,t,Apartment,Private room,1,1,1,100.00,33.33,0.00,0.00,0.00,0.00,0.00
27037080,Knocklyon,Dublin 16; County Dublin; Ireland,D16 WD29,Dublin 16; Ireland,t,House,Private room,3,2,3,46.66,0.00,0.00,0.00,0.00,0.00,0.00
27043031,Harold's Cross,Harold's Cross; County Dublin; Ireland,D6W VY02,Harold's Cross; Ireland,t,House,Entire home/apt,4,0,1,85.00,85.00,85.00,85.00,85.00,85.00,85.00
27043118,Artane,Beaumont; County Dublin; Ireland,D05 F250,Beaumont; Ireland,t,House,Private room,3,2,3,100.00,100.00,100.00,100.00,100.00,100.00,100.00
27049475,The Liberties,Dublin 8; County Dublin; Ireland,D08 P8N3,Dublin 8; Ireland,t,House,Entire home/apt,4,2,2,115.00,115.00,115.00,115.00,115.00,115.00,115.00
27052436,Castleknock,Dublin; County Dublin; Ireland,D15,Dublin; Ireland,f,House,Private room,2,1,1,33.00,33.00,33.00,35.00,35.00,35.00,35.66
27053415,Ballsbridge,Dublin 4; County Dublin; Ireland,,Dublin 4; Ireland,t,Apartment,Entire home/apt,4,2,2,110.00,110.00,110.00,110.00,110.00,110.00,108.33
27053992,Kilmainham,Kilmainham; County Dublin; Ireland,,Kilmainham; Ireland,f,House,Private room,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,63.33
27055175,East Wall,Dublin 1; County Dublin; Ireland,,Dublin 1; Ireland,f,Loft,Entire home/apt,3,1,1,200.00,200.00,0.00,0.00,0.00,0.00,0.00
27055293,Phoenix Park and Surrounds,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,6,2,2,350.00,350.00,350.00,350.00,350.00,350.00,0.00
27055788,,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,House,Private room,1,1,1,25.00,25.00,25.00,25.00,0.00,0.00,0.00
27058325,Crumlin,Rialto; County Dublin; Ireland,,Rialto; Ireland,f,Apartment,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,33.33
27058506,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,78.00,0.00,0.00,0.00,0.00,0.00,0.00
27069019,Bonnybrook/Darndale,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Loft,Private room,2,1,1,45.00,45.00,45.00,45.00,0.00,0.00,0.00
27071745,,Lucan; County Dublin; Ireland,K78 Y9W0,Lucan; Ireland,f,Bungalow,Shared room,1,1,1,160.00,160.00,160.00,160.00,160.00,160.00,160.00
27073810,Clontarf,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,98.00,98.00,98.00,98.00,98.00,65.33,0.00
27074481,Inchicore,Inchicore; County Dublin; Ireland,D08 NHY5,Inchicore; Ireland,t,House,Entire home/apt,5,2,4,115.00,115.00,115.00,115.00,115.00,115.00,115.00
27080279,Ringsend/Irishtown,Dublin 4; County Dublin; Ireland,D04 P9Y2,Dublin 4; Ireland,t,Townhouse,Entire home/apt,4,2,2,200.00,200.00,200.00,200.00,200.00,200.00,186.66
27080487,East Wall,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,6,3,3,110.00,110.00,110.00,110.00,110.00,110.00,110.00
27080631,Bonnybrook/Darndale,Northern Cross; County Dublin; Ireland,,Northern Cross; Ireland,t,Apartment,Private room,2,1,1,55.00,55.00,55.00,55.00,0.00,0.00,0.00
27086639,Portobello,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,1,1,1,45.00,45.00,45.00,45.00,45.00,45.00,41.00
27088781,Ballymun,Mayeston Hall; County Dublin; Ireland,D11 F672,Mayeston Hall; Ireland,t,Townhouse,Private room,3,1,1,15.00,0.00,30.00,30.00,0.00,0.00,0.00
27096086,Ballyfermot,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,60.00,40.00,0.00,0.00,0.00,0.00,0.00
27098115,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,99.00,33.00,0.00,0.00,0.00,0.00,0.00
27098596,Rathgar,Dublin 6; County Dublin; Ireland,D06 KT29,Dublin 6; Ireland,t,House,Entire home/apt,12,3,5,500.00,500.00,500.00,500.00,500.00,500.00,0.00
27099983,North City Central/O'Connell Street,Dublin 1; County Dublin; Ireland,D01 WA07,Dublin 1; Ireland,t,Apartment,Entire home/apt,3,2,2,70.00,70.00,70.00,70.00,70.00,70.00,156.66
27102063,Ranelagh and Rathmines,Dublin 6; County Dublin; Ireland,D06 KF58,Dublin 6; Ireland,t,Apartment,Entire home/apt,2,1,1,48.00,48.00,48.00,48.00,48.00,48.00,57.33
27104379,Rialto,Rialto; County Dublin; Ireland,D08 P90P,Rialto; Ireland,t,Townhouse,Private room,2,1,1,33.33,0.00,0.00,0.00,0.00,0.00,0.00
